Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
near bilal masjid k.m.colony jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near babulal tea hotel dayananda nagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near kannada flag pole byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
near vijaya college r.v.raod jayanagar 2nd block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near kaveramma temple byrasandra jayanagar 1st block bengaluru,Residential,Night,Low,No,No,Outer,Low,Safe
near mallige hospital jayanagar 1st block bengaluru,Residential,Evening,Low,No,No,Outer,Low,Safe
near siddapura police stion jayanagar 1st block bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near nimhans signal jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
hosur road bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
someshwara nagar 1st block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near siddapura police stion jayanagar 1st block bengaluru,Residential,Night,Low,No,No,Outer,Low,Safe
near yeshwanth hair dresses lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near yeshwanth hair dresses lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
someshwaranagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near deepa bar and restuarent hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
near basavaraj bakery guttepalya jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near dairy circle karmika bhavan hosur road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
no 1014 guttepalya jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
someshwarangar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
wambe qtrs dayananda slum jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
near lalbhagh director office lalbhagh bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
muslim colony byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near nimhans hospital bus stop hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
venkeshwara dharmashala ward kidwai hospital hosuru road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near lalbhagh glass house lalabhagh bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
dayananda nagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
nimhans hospital bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
8th main kanakanapalya jayanagar2nd block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
k.m.colony jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
near iti college marigowda road hosur road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
ashoka jewellers 3rd main 3rd cross byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
near ayyappa temple j.c.colony lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
near supreme hotel arekempanahalli hosur road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
guttepalya jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near madhavan park petrol bunk jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
poojamma temple road lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
6th cross k.m.colony jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
8th cross someshwara nagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
vijaya college campus r.v.road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
hombegowda slum hosur road jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
1st cross kaveramma slum byrasandra jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
guttepalya lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
jayanagar fire stion b.g.road bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
jayanagar fire stion b.g.road bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
bhuvaneshwarinagara uttarahalli,Residential,Morning,Low,No,No,Outer,Low,Safe
kankapura main road doddakallasandrabangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
no.931 sri ramachandrapura uttarahalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
gokul apartment near iscontemple kanakapura main road bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
near mariyamma temple vasanthapura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
jaraganahalli kanakapura main road bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
no.48 1st cross 7th main nadhakumarlayout bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
kuvempu roadvasanthapura bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
breged milaneyam apartment rbi layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
ganapipura konanukunte bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
1 st cross near kottanur bus stand kottanur bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
infront of subramanyapura police stion subramanyapura,Residential,Afternoon,Low,No,No,Outer,Low,Safe
no.23 5tth main road ganapipura bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
metal closex pvt ltd kanakapura main road bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
ankappa layout gowdanapalya bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
chunchagta main road silican school opp bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
11/3 1 st cross hms layout arehalli bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
11/3 1 st cross hms layout arehalli behind keb stionbangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
no.365 house vasanthapura wer tank bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
beereshwaranagara chunchagta main road bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
gokul apartment near iscontemple kanakapura main road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
8th main navodaya eng schooljpnagar 7th phase bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
mohana vara beereshwaranagara chunchagta bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
4th cross 7th main navodaya nagara bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
no.545 5th cross siddappa layout konanukunte,Residential,Morning,Low,No,No,Outer,Low,Safe
no.531 4th cross rbi layout kottanur bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
beereshwaranagara chunchagta main road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
no.46/1 chikkalasandra bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
ittamadu main road sriramachandrapura bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
no.29 sri maruti areked ksrtc layout uttarahalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
no.335 1st cross 6thmain road bhcs layout bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
no.12 11th cross shreyas colony jp nagar bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
no.22 kha no 856 5th main roadnavodayanagara kottanur bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
4th cross manjunha nagara gowdanapalya bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
krishnappa sayi baba temple vasanthapura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
no.707 1st cross konanukunte kanakapura main road,Residential,Morning,Low,No,No,Outer,Low,Safe
no.65/05 kottanur bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
pplayout bus stop bmtc depo-33 uttarahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
deelip sree ranga wer supplyuttarahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
harinagara anjanapura main road bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
maramma temple road harinagara bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
ags layout arehalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
no.141 lalbhadur shstri road uttarahallibangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
swis bank restorant ittamadu bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
narasamma layout 3rd cross uttarahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
arehalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
sayi baba temple back side vasanthapura bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
ganaphipura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
arehalli bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
ags layout arehalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
harinagara bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
sarvaboma nagara bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
appayyaswami layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
krishnappa layout keb quarters bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
govt school chunchagta bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
vallabhanagara bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
jp nagara bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
kanakapura main road doddakallasandra bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
vasanthapura bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
shettimil quarters subramanyapubangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
uttarahalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
harinagara anjanapura main road bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
kanakapura main road konanukunte crossbangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
kanakapura main road konanukunte crossbangalore,Residential,Night,Low,No,No,Outer,Low,Safe
kadirenahalli petrol bunk bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
rbi layout jp nagar bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
konanukunte bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
kottanur bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
vajarahalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
kuvempu roadvasanthapura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
doddakallasandra bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
subramanyapura road bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
gowdanapalya bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
chikkalasandra naydu layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
7th cross uttarahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
soudhamini chowtry bank colony bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
surabi nagara bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
kottanur bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
harinagara anjanapura main road bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
behind carmel jyothi collage beereshwara nagara bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
krishna priya hotel iti apartment main road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
jambusavaridenni jp nagara bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
bk cecle jp nagara bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
subramanyapura road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
chunchagta main road bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
manjunh candyment konanakunte,Residential,Afternoon,Low,No,No,Outer,Low,Safe
spoorthinagara arehaklli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
subramanyapura yadalam nagara bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
subramyapura yadalam nagar bangalore,Residential,Night,Low,No,No,Outer,Low,Safe
arhalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
j s dinne . j p nagara banagalore,Residential,Morning,Low,No,No,Outer,Low,Safe
internion school arehalli subramanya pura bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
hanumagiri nagara bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
kothanore main road hari nagara bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
kothanore main road hari nagara bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
ganaphipuara bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
chikkalasandra bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
kanaka pura main road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
uttaralli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
shrinivasa calony banglore,Residential,Evening,Low,No,No,Outer,Low,Safe
chikksandra banglore,Residential,Morning,Low,No,No,Outer,Low,Safe
kotthanor main road hanumagiri bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
konanukunte bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
doddakallasandra bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
chunchankte bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
spoorthinagara arehaklli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
yalchenalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
vasanthapura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
uttarahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
chunchunkte konankunte bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
jp nagara bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
kotthanor jp nagara bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
kotthanor jp nagara bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
chikkalasandra near bus stop bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
doddakallasandra banglore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
banglore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
compound subramanyapura.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
vinuta bar restauarant ajanpuraq main jroad soudha miti layout,Residential,Night,Low,No,No,Outer,Low,Safe
no 39/3 vasanta pura village uttarahalli hobli,Residential,Night,Low,No,No,Outer,Low,Safe
no.164/4 kottanur village uttahalli hobli bangalore city,Residential,Morning,Low,No,No,Outer,Low,Safe
no314 7th cross gowdan palya banglore city,Residential,Evening,Low,No,No,Outer,Low,Safe
manjunh bar near kanakpura main road bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
near prham school uttarahalli main godanaghalli palya banglore,Residential,Morning,Low,No,No,Outer,Low,Safe
bhuvaneshwarinagara road bhuvaneswara,Residential,Afternoon,Low,No,No,Outer,Low,Safe
vasanthvallabha temple near vasantapura banglore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
first cross udayanagara chikkallasandra subramanya police stion,Residential,Afternoon,Low,No,No,Outer,Low,Safe
beside the road 16th cross samruddi layout doddagowdana palya bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
brundavana hotel near maruthi circle ramajineya layout banglore,Residential,Evening,Low,No,No,Outer,Low,Safe
banglore,Residential,Morning,Low,No,No,Outer,Low,Safe
vasanta pura busstop near vasanta pura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
gavipura hotel near gavipura guttahalli bangalore nagara,Residential,Evening,Low,No,No,Outer,Low,Safe
first main road first cross chikkagoudana palya uttaralli main road bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
first cross arehalli uttahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
valant area chikkalasandra bus stop chikkallasandra,Residential,Afternoon,Low,No,No,Outer,Low,Safe
shrinivas theer uttarahalli main road bengalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
sandya light aashram vinayak layot uttarahalli bengarure,Residential,Morning,Low,No,No,Outer,Low,Safe
bright way school road godanpalya bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
setlle mil mavina thopu subramanya pura post uttarahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
serve no 43/2 vasanta pura village uttarahalli hobli subramnya pura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
mint appartment rajkumar vigra front goudana palya bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
39th 7th cross goudana palya bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
siri heritage appartment 18th cross pp layout wer tank near banglore,Residential,Morning,Low,No,No,Outer,Low,Safe
site no 31 brite way school road 1st cross goudanpalya,Residential,Evening,Low,No,No,Outer,Low,Safe
serve no1 site no 30 uttarahalli village uttahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
1st cross muniswara nagara venkeshappa building slv este agency office bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
ittamadu main road arehalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
1 mile kakhiya nagara uttarahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
uttarahalli kere near uttaara halli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
ittamadu main road ramachandra pura arehalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
masasl hotel near harshita bar behind playground bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
bhcs layout play ground banglore,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bus stop chikkalasandra uttrahalli hobli banglore,Residential,Morning,Low,No,No,Outer,Low,Safe
subramanya pura main road uttarahalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
subramanya pura main road uttarahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
site no159 first main first cross sarva chamanagara banglore,Residential,Morning,Low,No,No,Outer,Low,Safe
chilakarchi cricket ground kumabalagudu bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
ags layout near park ags layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
no 209 choudeswari apppartment fke no 2 arenalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Safe
in front of prhana school first main road crossing kadirenalli petrol bunk banglore,Residential,Evening,Low,No,No,Outer,Low,Safe
near bird school abbayya naidu studio near naidu layout bangalore city,Residential,Morning,Low,No,No,Outer,Low,Safe
no228 bande mariyamma temple behind vasanta pura bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
kala kutira chikkalasandra ground chikkalsandra bangalore,Residential,Morning,Low,No,No,Outer,Low,Safe
slv bar ittamadu main road near oil aanugodi ittmandu main road arenalli,Residential,Morning,Low,No,No,Outer,Low,Safe
uttahalli main road sanvi hp petrol bunk uttarahalli banglore city,Residential,Morning,Low,No,No,Outer,Low,Safe
